source,created_time,text,url,likes,shares,comments
Extra,2016-05-10T16:45:00+0000,Ofrecen cuotas de G. 499.000 para hacer tu primera casa Una propuesta que ofrece Hábitat para la Humanidad que podría favorecer a las familias de clase media.,www.facebook.com/303614086512550_488696791337611,1906,698,139
Extra,2016-05-10T16:30:00+0000,"No olvidemos a Edelio y a Abraham ""Los carteles que aparecieron en el Defensores del Chaco pusieron de nuevo en el tapete al servidor público secuestrado, que ayer cumplió 27 años de edad y está pasando dos en medio de la selva. El humilde policía por el cual el Gobierno hace nada para rescatarlo..."", señala Carlos Franco en su columna.",www.facebook.com/303614086512550_488696038004353,43,10,1
Extra,2016-05-10T16:15:00+0000,"La entrevista inédita realizada a Don Ramón Una verdadera leyenda de la televisión mexicana es el actor Ramón Valdés, quien a pesar de ya no estar presente sigue dando de qué hablar. Divulgaron una nota inédita que fue realizada en el año 1982 en Chile",www.facebook.com/303614086512550_488695751337715,70,14,2
Extra,2016-05-10T16:00:00+0000,Prioridad: “La base” Ramón Díaz solo decidió hacer algunos retoques y volvió a apostar por los experimentados.,www.facebook.com/303614086512550_488694768004480,14,1,5
Extra,2016-05-10T15:30:00+0000,"Mataron a un hombre, y a su hija dejaron en grave estado Un terrible episodio de violencia nuevamente sacude a Luque. Un joven papá falleció en un asalto y su hija quedó gravemente herida.",www.facebook.com/303614086512550_488692231338067,14,0,15
Extra,2016-05-10T15:15:00+0000,"Candidata a “Miss Horqueta” fue agredida a días del certamen A escasos de la elección de la más bella de Horqueta se produjo una extraña agresión. Familiares tienen sus sospechas, debido que los delincuentes no intentaron robar a la joven.",www.facebook.com/303614086512550_488691411338149,21,3,1
Extra,2016-05-10T15:00:00+0000,"Errores que cuestan caro para el Ciclón Morínigo destacó el repunte futbolístico de Cerro, pero reconoció las constantes fallas en la pelota parada.",www.facebook.com/303614086512550_488668961340394,13,1,4
Extra,2016-05-10T14:45:00+0000,“Es lógico que un niño puede fastidiar durante un exámen” Docente universitaria negó haber humillado a la alumna que fue a rendir con su hija a la Facultad de Derecho.,www.facebook.com/303614086512550_488668698007087,37,3,10
Extra,2016-05-10T14:30:00+0000,Capiatá barrió ante un General que está bajando de rango El Escobero consiguió un triunfo en casa ante el bajoneado equipo de Las Águilas.,www.facebook.com/303614086512550_488668348007122,2,0,0
Extra,2016-05-10T14:15:00+0000,Afirman que besar a una niña en la boca “roza la perversión” El caso del hombre que besó a su hijastra sigue dando que hablar. Ahora la sicóloga pide una evaluación de la madre.,www.facebook.com/303614086512550_488668031340487,118,46,13
Extra,2016-05-10T14:00:00+0000,"El Repollero plantó otro triunfo camino al título Por la mínima diferencia, Libertad despachó a Luqueño y se acerca a la meta de lograr de nuevo un título.",www.facebook.com/303614086512550_488666974673926,6,0,0
Extra,2016-05-10T13:45:00+0000,"Se encadenó para exigir el arreglo de caminos De tanto en tanto, la ciudadanía da muestras de integridad. Un hombre sorprendió ayer a la comunidad de San Pedro del Ykuamandiyú con su particular medida de fuerza.",www.facebook.com/303614086512550_488666574673966,12,1,0
Extra,2016-05-10T13:31:00+0000,"El “Rey”, de la mano del “Willi” mete dramatismo en la batalla No está muerto quien pelea y eso lo demostró Olimpia anoche tras vencer a pura garra y convicción a un Indio que venía imparable en la segunda rueda.",www.facebook.com/303614086512550_488665944674029,59,2,21
Extra,2016-05-10T13:17:04+0000,"Designación de Riera al frente del MEC indignó a estudiantes Cartes nombró ayer a Enrique Riera como nuevo ministro de Educación, pero los estudiantes continuarán el paro y la toma de colegios en todo el país.",www.facebook.com/303614086512550_488665094674114,19,2,4
